location,sublocation,rhtc_rhdc,plot no,nearest town,status,constituency,blood tr,off_landline,off_fax,off_postcode,fp,off_mob,outp,off_town,anc,imci,off_email,tb_treat,growth,ceoc,division,tb_labs,district,inp,off_pobox,facility,cots,province,in charge name,art,beoc,hbc,tb_diag,hct,c section,imm,beds,mflcode,pmtct,radiology,owner,type,youth,latitude,longitude
Ollessos,Kibabet,N,,Nandi Hills,Operational,TINDERET,,,,,Y,,Y,Lessos,Y,N,,N,Y,N,Lessos,N,Nandi East,Y,P.O. Private Bag,Ogirgir Dispensary,0,RiftValley,,N,Y,N,N,Y,N,Y,0,15383,Y,N,Company Medical Service,Dispensary,N,,
Kaplelmet,Kaplelmet,N,,Nandi Hills,Operational,TINDERET,,,,30301,N,,N,Nandi Hills,N,N,,N,N,N,Nandi Hills ,N,Nandi East,N,,Olemila Stand Alone VCT,0,RiftValley,Alfred Keya,N,Y,N,N,N,N,N,0,16383,N,N,Other Private,VCT Centre (Stand-Alone),Y,,
Ollessos,Ollesos,N,,Nandi Hills,Operational,TINDERET,,,,30301,Y,,Y,Lessos,Y,N,,Y,Y,N,Lessos,Y,Nandi East,Y,P.O. Box 446,Ollesos Holy Family Dispensary,0,RiftValley,Basilisa Arusei,N,Y,N,Y,Y,N,Y,0,15412,Y,N,Ministry of Health,Dispensary,N,,
Chepsire,Chesire,N,,Nandi Hills,Operational,TINDERET,,,,30301,Y,,Y,Nandi Hills,Y,N,,N,Y,N,Nandi Hills ,N,Nandi East,Y,P.O. Box 22,Savani Tea Dispensary,0,RiftValley,"Florah, Bitok S. K.",N,Y,N,N,Y,N,Y,0,15534,Y,N,Company Medical Service,Dispensary,N,,
Siret,Siret,N,,Nandi Hills,Operational,TINDERET,,,,30301,Y,,Y,Nandi Hills,Y,N,,N,Y,N,Nandi Hills ,N,Nandi East,Y,P.O. Box 22,Siret Tea Dispensary,0,RiftValley,Mirriam Warau,N,Y,N,N,Y,N,Y,0,15591,Y,N,Company Medical Service,Dispensary,N,,
Kapchorwa,Sirwa,N,,Nandi Hills,Operational,TINDERET,,,,30301,N,,Y,Nandi Hills,N,N,,N,N,N,Nandi Hills ,N,Nandi East,N,P.O. Box 12,Sirwa Dispensary (Nandi East),0,RiftValley,Alice Jepkemboi,N,Y,N,N,N,N,N,0,15594,N,N,Christian Health Association of Kenya,Dispensary,N,,
Chemomi,Chemomi,N,,Nandi Hills,Operational,TINDERET,,,,30301,Y,,Y,Nandi Hills,Y,N,,N,Y,N,Nandi Hills ,N,Nandi East,Y,P.O. Box 22,Sitoi Tea Dispensary,0,RiftValley,Cecilia Barno,N,Y,N,N,Y,N,Y,4,15597,Y,N,Company Medical Service,Dispensary,N,,
Siwo,Siwo,N,NANDI/CHEPKUNYUK 565,Nandi Hills,Operational,TINDERET,,,,30300,Y,,Y,Kapsabet,Y,N,,N,Y,N,Lessos,N,Nandi East,Y,P.O. Box 422,Siwo Dispensary,0,RiftValley,Benuel Momanyi,N,Y,N,N,Y,N,Y,0,15598,Y,N,Ministry of Health,Dispensary,N,,
Sochoi,Sochoi,N,,Nandi Hills,Operational,TINDERET,,,,,Y,,Y,Lessos,Y,N,,N,Y,N,Lessos,N,Nandi East,Y,,Sochoi (AIC) Dispensary,0,RiftValley,Nelly Jebet,N,Y,N,N,Y,N,Y,0,15602,Y,N,Ministry of Health,Dispensary,N,,
Sochoi,Sochoi,N,NANDI/LESSOS 3792,Nandi Hills,Operational,TINDERET,,,,,Y,,Y,Lessos,Y,N,,N,Y,N,Lessos,N,Nandi East,Y,P.O. Box 74,Sochoi Dispensary,,RiftValley,Eusila Bunei,N,Y,N,N,Y,N,Y,0,15603,Y,N,Ministry of Health,Dispensary,N,,
Siret,Taito,N,,Nandi Hills,Operational,TINDERET,,,,30301,Y,,Y,Nandi Hills,Y,N,,N,Y,N,Nandi Hills ,N,Nandi East,Y,P.O. Box 26,Taito Tea Dispensary,,RiftValley,Sang K. Obadiah,N,Y,N,N,Y,N,Y,,15699,Y,N,Company Medical Service,Dispensary,N,,
Biribiriet,Biribiriet,N,,Eldoret,Operational,MOSOP,,,,,Y,0728-498682,Y,Kapsabet,Y,N,,N,Y,N,Kosirai,,Nandi North,N,P.O. Box 5,Biribiriet Dispensary,,RiftValley,L. Chelulei,N,N,Y,N,N,N,Y,,14257,Y,N,Community,Dispensary,N,0.234587043281181,35.1435702389592
Kipkarren,Chepkemel,N,,Eldoret,Operational,MOSOP,,,,,Y,0720-208081,Y,Eldoret,Y,N,,N,Y,N,Kipkaren,,Nandi North,N,P.O. Box 2172,Chepkemel Health Centre (Mosop),0,RiftValley,Pauline Cheruiyot,N,N,Y,N,Y,N,Y,0,14339,Y,N,Ministry of Health,Health Centre,N,,
Kabisaga,Chepkoiyo,,,Eldoret,Operational,MOSOP,,,,,,,,Eldoret,,,,,,,Kabiyet,,Nandi North,,,Chepkoiyo Dispensary,,RiftValley,,,,,,,,,,14344,,,Ministry of Health,Dispensary,,0.417656335972197,35.0780542052994
Chepterwai,Chepterwai,N,,Kapsabet,Operational,MOSOP,,,,,Y,0724-432140,Y,Kapsabet,Y,Y,,Y,Y,N,Kipkaren,y,Nandi North,Y,P.O. Box 5,Chepterwai Sub-District Hospital,2,RiftValley,Isack Korir,Y,N,Y,Y,Y,N,Y,36,14369,Y,Y,Ministry of Health,Primary Hospital,N,,
Kabisaga,Ndalat,,,Eldoret,Not-Operational,MOSOP,,,,,,,,Eldoret,,,,,,,Kipkaren,,Nandi North,,,Cheptil Dispensary,,RiftValley,,,,,,,,,,14371,,,Community,Dispensary,,,
Itigo,Itigo,,,Eldoret,Not-Operational,MOSOP,,,,,,,,Eldoret,,,,,,,Kosirai,,Nandi North,,,Itigo Dispensary,,RiftValley,,,,,,,,,,14587,,,Community,Dispensary,,0.234587043281181,35.1435702389592
Kabiemit,Kabiemit,N,,Eldoret,Operational,MOSOP,,,,,Y,0725-944150,Y,Eldoret,Y,N,,N,Y,N,Kipkaren,,Nandi North,N,P.O. Box 192,Kabiemit Dispensary (Mosop),,RiftValley,Monica Jerop,N,N,Y,N,N,N,Y,,14618,Y,N,Ministry of Health,Dispensary,N,,
Kabisaga,Kabisaga,N,,Kapsabet,Operational,MOSOP,,,,,Y,0726-740861,Y,Kapsabet,Y,N,,N,Y,N,Kabiyet,,Nandi North,N,P.O. Box 5,Kabisaga Dispensary,,RiftValley,Hellen Maiyo,N,N,Y,N,N,N,Y,,14621,Y,N,Ministry of Health,Dispensary,N,0.417656335972197,35.0780542052994
Kabiyet,Kabiyet,N,,Kapsabet,Operational,MOSOP,,,,,Y,0726-875709,Y,Kabiyet,Y,Y,,N,Y,N,Kabiyet,,Nandi North,Y,P.O. Box 43 ,Kabiyet Health Centre,2,RiftValley,P. Birgen,N,N,Y,Y,Y,N,Y,15,14623,Y,N,Ministry of Health,Health Centre,N,0.417656335972197,35.0780542052994
Lolkeringet,Kaiboi,N,,Kapsabet,Operational,MOSOP,,,,,Y,0733-560444,Y,Kapsabet,Y,Y,,Y,Y,N,Kabiyet,,Nandi North,Y,P.O. Box 5,Kaiboi Mission Health Centre,2,RiftValley,Sister Judith,N,N,Y,Y,N,N,Y,30,14640,Y,N,Other Faith Based,Health Centre,N,0.417656335972197,35.0780542052994
Kaigat,Kaigat,N,,Eldoret,Operational,MOSOP,,,,,Y,0720-856165,Y,Kapsabet,Y,N,,N,Y,N,Kipkaren,,Nandi North,Y,P.O. Box 5,Kaigat (SDA) Health Centre,0,RiftValley,Julia Tanui,N,N,Y,N,N,N,Y,8,14642,Y,N,Other Faith Based,Health Centre,N,,
Soymining,Soymining,,,Eldoret,Not-Operational,MOSOP,,,,,,,,Eldoret,,,,,,,Kipkaren,,Nandi North,,,Kamasai Dispensary,,RiftValley,,,,,,,,,,14669,,,Community,Dispensary,,,
Kamasia,Kamasia,,,Eldoret,Not-Operational,MOSOP,,,,,,,,Eldoret,,,,,,,Kabiyet,,Nandi North,,,Kapkagaron Dispensary,,RiftValley,,,,,,,,,,14703,,,Other Faith Based,Dispensary,,0.417656335972197,35.0780542052994
Kapkoimur,Cheptonon,N,,Kapsabet,Operational,MOSOP,,,,,Y,0726-966045,Y,Kipkarren River,Y,N,,N,Y,N,Kipkaren,,Nandi North,N,P.O. Box 134,Kapkenyeloi Dispensary,,RiftValley,Sophia M'Mboga,N,N,Y,N,N,N,Y,,14711,Y,N,Ministry of Health,Dispensary,N,,
Kabisaga,Kabisaga,,,Kapsabet,Not-Operational,MOSOP,,,,,,,,Eldoret,,,,,,,Kabiyet,,Nandi North,,,Kapkeringoon Dispensary,,RiftValley,,,,,,,,,,14713,,,Community,Dispensary,,0.417656335972197,35.0780542052994
Ndalat,Ndalat,,,Eldoret,Not-Operational,MOSOP,,,,,,,,Eldoret,,,,,,,Kipkaren,,Nandi North,,,Kapng'ombe Dispensary,,RiftValley,,,,,,,,,,14745,,,Community,Dispensary,,,
Kaptich,Kaptich,N,,Kapsabet,Operational,MOSOP,,,,,Y,0724-309346,Y,Kabiyet,Y,N,,N,Y,N,Kipkaren,,Nandi North,N,P.O. Box 126,Kaptich Dispensary,,RiftValley,Samuel Too,N,N,Y,N,N,N,Y,,14782,Y,N,Ministry of Health,Dispensary,N,,
Surungai,Kimng'Oror,N,,Kapsabet,Operational,MOSOP,,,,,Y,,Y,Kapsabet,Y,N,,N,Y,N,Kipkaren,N,Nandi North,Y,,Kimng'oror ACK Health Centre,0,RiftValley,,N,N,N,N,N,N,Y,10,16720,N,N,Other Faith Based,Health Centre,N,,
Kurgung,Kurgung,N,,Kapsabet,Operational,MOSOP,,,,,Y,0723-284202,Y,Kapsabet,Y,N,,N,Y,N,Kipkaren,,Nandi North,N,P.O. Box 5,Kimong Dispensary,,RiftValley,F. Samoei,N,N,Y,N,N,N,Y,,14878,Y,N,Ministry of Health,Dispensary,N,,
Chepterit,Segut,N,,Kapsabet,Operational,MOSOP,,,,,Y,0735-438483,Y,Kapsabet,Y,Y,,N,Y,N,Kosirai,,Nandi North,N,P.O. Box 573 ,King'wal Dispensary,,RiftValley,David Simiyu,N,N,Y,N,N,N,Y,,14887,Y,N,Ministry of Health,Dispensary,N,0.234587043281181,35.1435702389592
Sangalo,Kipsamoite,N,,Kapsabet,Operational,MOSOP,,,,,Y,0735-895387,Y,Kapsabet,Y,N,,N,Y,N,Kabiyet,,Nandi North,N,P.O. Box 343 ,Kipsamoite Dispensary,,RiftValley,John Siahi,N,N,Y,N,N,N,Y,,14910,Y,N,Ministry of Health,Dispensary,N,0.417656335972197,35.0780542052994
Kokwet,Kokwet,N,,Kapsabet,Operational,MOSOP,,,,,Y,0721-646516,Y,Kapsabet,Y,N,,N,Y,N,Kosirai,,Nandi North,N,P.O. Box 5,Kokwet Dispensary,,RiftValley,E. Jeptoo,N,N,Y,N,N,N,Y,,14977,Y,N,Ministry of Health,Dispensary,N,0.234587043281181,35.1435702389592
Ngechek,Lelboinet,,,Kapsabet,Not-Operational,MOSOP,,,,,,,,Kapsabet,,,,,,,Kosirai,,Nandi North,,,Lelboinet Dispensary (Mosop),,RiftValley,,,,,,,,,,15018,,,Community,Dispensary,,0.234587043281181,35.1435702389592
Lelmokwo,Lelmokwo,N,,Eldoret,Operational,MOSOP,,,,,Y,0723-606990,Y,Kapsabet,Y,N,,N,Y,N,Kosirai,,Nandi North,N,P.O. Box 5,Lelmokwo Dispensary,,RiftValley,F. Tero,N,N,Y,N,Y,N,Y,,15022,Y,N,Ministry of Health,Dispensary,N,0.234587043281181,35.1435702389592
Lolkeringet,Lolkeringet,,,Kapsabet,Not-Operational,MOSOP,,,,,,,,Eldoret,,,,,,,Kabiyet,,Nandi North,,,Lolkeringet Dispensary,,RiftValley,,,,,,,,,,15069,,,Community,Dispensary,,0.417656335972197,35.0780542052994
Mutwot,Mutwot,,,Eldoret,Not-Operational,MOSOP,,,,,,,,Eldoret,,,,,,,Kosirai,,Nandi North,,,Mogoget Dispensary,,RiftValley,,,,,,,,,,15194,,,Community,Dispensary,,0.234587043281181,35.1435702389592
Mutwot,Cheptarit,Y,,Eldoret,Operational,MOSOP,,,,,Y,0721-706383,Y,Eldoret,Y,Y,,Y,Y,N,Kosirai,,Nandi North,Y,P.O. Box 2745,Mosoriot Rural Health Training Centre,2,RiftValley,Charles Chesire,N,N,Y,Y,N,N,Y,15,15229,Y,Y,Ministry of Health,Training Institution in Health (Stand-alone),N,0.234587043281181,35.1435702389592
Mutwot,Cheptarit,N,,Eldoret,Operational,MOSOP,,,,,N,,Y,Mosoriot,N,N,,N,N,N,Kosirai,,Nandi North,N,P.O. Box 100,Mosoriot TTC Dispensary,,RiftValley,,N,N,N,N,N,N,N,,15230,N,N,Academic (if registered),Dispensary,N,0.234587043281181,35.1435702389592
Ndalat,Ndalat,N,,Eldoret,Operational,MOSOP,,,,,Y,0728-448886,Y,Kapsabet,Y,Y,,N,Y,N,Kipkaren,,Nandi North,Y,P.O. Box 5,Ndalat (PCEA) Health Centre,2,RiftValley,Joyce Kigen,N,N,Y,N,N,N,Y,12,15319,Y,Y,Other Faith Based,Health Centre,N,,
Ndalat,Ndalat,,,Eldoret,Operational,MOSOP,,,,,,,,Eldoret,,,,,,,Kipkaren,,Nandi North,,,Ndalat Gaa Dispensary,,RiftValley,,,,,,,,,,15320,,,Community,Dispensary,,,
Ngechek,Lelboinet,N,,Kapsabet,Operational,MOSOP,,,,,Y,0720-468652,Y,Kapsabet,Y,N,,N,Y,N,Kosirai,,Nandi North,N,P.O. Box 5,Ngechek Dispensary,,RiftValley,T. Sitienei,N,N,Y,N,Y,N,Y,,15342,Y,N,Ministry of Health,Dispensary,N,0.234587043281181,35.1435702389592
Sangalo,Sangalo,N,,Kapsabet,Operational,MOSOP,,,,,Y,0722-671685,Y,Kapsabet,Y,N,,N,Y,N,Kabiyet,,Nandi North,N,P.O. Box 5,Sang'alo Dispensary,,RiftValley,Lucy Jebet,N,N,Y,N,N,N,Y,,15529,Y,N,Ministry of Health,Dispensary,N,0.417656335972197,35.0780542052994
Lelmokwo,Sigot,,,Eldoret,Not-Operational,MOSOP,,,,,,,,Eldoret,,,,,,,Kosirai,,Nandi North,,,Sigot Dispensary,,RiftValley,,,,,,,,,,15567,,,Community,Dispensary,,0.234587043281181,35.1435702389592
Sangalo,Kamwega,N,,Kapsabet,Operational,MOSOP,,,,,Y,0710-844725,Y,Kapsabet,Y,N,,N,Y,N,Kipkaren,,Nandi North,N,P.O. Box 183,Tabolwa Dispensary,,RiftValley,E. Kurgat,N,N,Y,N,N,N,Y,,15696,Y,N,Ministry of Health,Dispensary,N,,
Soymining,Chepsaita,,,Eldoret,Not-Operational,MOSOP,,,,,,,,,,,,,,,Kipkaren,,Nandi North,,,Tolilet Dispensary,,RiftValley,,,,,,,,,,16315,,,Community,Dispensary,,,
Kenyor,Bonchoge,N,,Nandi Hills,Operational,ALDAI,,,,,Y,,Y,Kaimosi,Y,N,,N,Y,N,Aldai,N,Nandi South,Y,P.O. Box 137,Bonchoge Dispensary,0,RiftValley,Pamella Muhenje,N,Y,N,N,Y,N,Y,0,14262,Y,N,Ministry of Health,Dispensary,N,,
Chemase,Kapkwony,N,,Nandi Hills,Operational,ALDAI,,,,,Y,,Y,Chemase,Y,N,,Y,Y,N,Aldai,Y,Nandi South,Y,P.O. Box 70,Chemase Health Centre,2,RiftValley,Mutai Joshua,N,Y,N,Y,Y,N,Y,16,14315,Y,N,Ministry of Health,Health Centre,N,,
Chemase,Kabongwa,N,,Nandi Hills,Operational,ALDAI,,,,,Y,,Y,,Y,N,,N,Y,N,Aldai,N,Nandi South,Y,,Chemursoi Dispensary ,0,RiftValley,,N,N,N,N,Y,N,N,0,14325,Y,N,Community,Dispensary,N,,
Kaptumo,Chepkongony,N,,Nandi Hills,Operational,ALDAI,,,,,Y,,Y,Kapcheno,Y,N,,N,Y,N,Kaptumo,N,Nandi South,Y,P.O. Box 26,Chepkongony Dispensary,0,RiftValley,Lilian Jepngeno Rop,N,Y,N,N,Y,N,Y,0,14345,Y,N,Ministry of Health,Dispensary,N,,
Aldai,Kongoro,N,,Nandi Hills,Operational,ALDAI,,,,30305,Y,,Y,Kobujoi,Y,N,,N,Y,N,Aldai,N,Nandi South,Y,P.O. Box 16,Chepkunan Dispensary,0,RiftValley,Saul Amache,N,Y,N,N,Y,N,Y,0,14349,Y,N,Private Medical Enterprise,Dispensary,N,,
Chebilat,Chebilat,N,,Nandi Hills,Operational,ALDAI,,,,,N,,N,Kobujoi,N,N,,N,N,N,Aldai,N,Nandi South,N,P.O. Box 76,Kamangunet VCT,0,RiftValley,Aggrey Indiazi,N,Y,N,N,N,N,N,0,16331,N,N,Private Medical Enterprise,VCT Centre (Stand-Alone),Y,,
Kapkeben,Kapkerer,N,,Nandi Hills,Operational,ALDAI,,,,50305,Y,,Y,Kaimosi,Y,N,,N,Y,N,Aldai,N,Nandi South,Y,P.O. Box 137,Kapkeben Dispensary,0,RiftValley,Julius Tarus,N,Y,N,N,Y,N,Y,0,14707,Y,N,Ministry of Health,Dispensary,N,,
Kapkolei,Kapkolei,N,,Nandi Hills,Operational,ALDAI,,,,30300,Y,,Y,Kapsabet,Y,N,,N,Y,N,Aldai,N,Nandi South,Y,P.O. Box 82,Kapkolei Dispensary,0,RiftValley,Mary Kipruto,N,Y,N,N,Y,N,Y,0,14724,Y,N,Ministry of Health,Dispensary,N,,
Kapkures,Kapsamoch,N,,Nandi Hills,Operational,ALDAI,,,,,Y,,Y,Serem,Y,N,,N,Y,N,Aldai,N,Nandi South,Y,P.O. Box 334,Kapsamoch Dispensary,0,RiftValley,Elphas Biwot,N,Y,N,N,Y,N,Y,0,14751,Y,N,Ministry of Health,Dispensary,N,,
Kapsaos,Kapsaos,N,,Nandi Hills,Operational,ALDAI,,,,,Y,,Y,Kapcheno,Y,N,,Y,Y,N,Kaptumo,N,Nandi South,Y,P.O. Box 23,Kapsaos Dispensary,0,RiftValley,Pius Munge,N,Y,N,N,Y,N,Y,0,14752,Y,N,Ministry of Health,Dispensary,N,,
Terik,Kipsengere,N,,Kisumu City,Operational,ALDAI,,,,,Y,,Y,Kisumu,Y,N,,Y,Y,N,Aldai,N,Nandi South,Y,P.O. Box 1535,Kapsengere Dispensary,0,RiftValley,Joel Kurgat,N,Y,N,N,Y,N,Y,0,14756,Y,N,Ministry of Health,Dispensary,N,,
Maraba,Kaptumek,N,,Nandi Hills,Operational,ALDAI,,,,30305,Y,,Y,Kobujoi,Y,N,,Y,Y,N,Aldai,N,Nandi South,Y,P.O. Box 36,Kaptumek Dispensary,0,RiftValley,Rose J. Mutai,N,Y,N,N,Y,N,Y,0,14789,Y,N,Ministry of Health,Dispensary,N,,
Kaptumo,Kaptumo,N,,Nandi Hills,Operational,ALDAI,,,,,Y,,Y,Kapcheno,Y,N,,Y,Y,N,Kaptumo,Y,Nandi South,Y,P.O. Box 112,Kaptumo Sub-District Hospital,4,RiftValley,Kulei Benard,N,Y,N,Y,Y,N,Y,26,14792,Y,N,Ministry of Health,Primary Hospital,N,,
Kemeloi,Mugen,N,,Nandi Hills,Operational,ALDAI,,,,,Y,,Y,Serem,Y,N,,Y,Y,N,Aldai,N,Nandi South,Y,P.O. BOX 16,Kemeloi Health Centre,0,RiftValley,Robert Tum,N,Y,N,N,Y,N,Y,0,14825,Y,N,Ministry of Health,Dispensary,N,,
Kibwareng,Kibwareng,N,,Nandi Hills,Operational,ALDAI,,,,30305,Y,,Y,Kobujoi,Y,N,,Y,Y,N,Aldai,N,Nandi South,Y,P.O. Box 76,Kibwareng Dispensary,0,RiftValley,Roselyne Menjo,N,Y,N,N,Y,N,Y,0,14857,Y,N,Ministry of Health,Dispensary,N,,
Terik,Terik,N,,Nandi Hills,Operational,ALDAI,,,,30301,Y,,Y,Jebrock,Y,N,,N,Y,N,Aldai,,Nandi South,Y,P.O. Box 14,Kipsigak Baibai Dispensary,,RiftValley,Emily Malova,N,Y,N,N,Y,N,Y,,14914,Y,N,Ministry of Health,Dispensary,N,,
Chebilat,Chebilat,N,,Nandi Hills,Operational,ALDAI,,,,30305,Y,,Y,Kobujoi,Y,N,,N,Y,N,Aldai,N,Nandi South,Y,P.O. Box 99,Kobujoi Forest,0,RiftValley,David Yator,N,Y,N,N,Y,N,Y,0,14959,Y,N,Ministry of Health,Dispensary,N,,
Chebilat,Chebilat,N,,Nandi Hills,Operational,ALDAI,,,,30305,Y,,Y,Kobujoi,Y,N,,Y,Y,N,Aldai,N,Nandi South,Y,P.O. Box 127,Kobujoi Mission Health Centre,5,RiftValley,Jackline Byegon,N,Y,N,N,Y,N,Y,36,14960,Y,N,Other Faith Based,Health Centre,N,,
Koloch,Kapkerer,N,,Nandi Hills,Operational,ALDAI,,,,,Y,,Y,,Y,N,,N,Y,N,Aldai,N,Nandi South,Y,,Koloch Dispensary,0,RiftValley,Elita Odari,N,Y,N,N,Y,N,Y,0,14980,Y,N,Other Faith Based,Dispensary,N,,
Kongoro,Kongoro,N,,Nandi Hills,Operational,ALDAI,,,,,Y,,Y,,Y,N,,N,Y,N,Aldai,N,Nandi South,Y,,Kongoro Dispensary,0,RiftValley,,N,Y,N,N,Y,N,N,0,14987,Y,N,Community,Dispensary,N,,
Koyo,Koyo,N,,Nandi Hills,Operational,ALDAI,,,,,Y,,Y,Kapcheno,Y,N,,Y,Y,N,Kaptumo,Y,Nandi South,Y,P.O. Box 145,Koyo Health Centre,0,RiftValley,Henry Rono,N,Y,N,Y,Y,N,Y,0,14997,Y,N,Ministry of Health,Health Centre,N,,
Mugen,Tibingot,N,,Nandi Hills,Operational,ALDAI,,,,,Y,,Y,Serem,Y,N,,Y,Y,N,Aldai,N,Nandi South,Y,P.O. Box 384,Serem Dispensary,0,RiftValley,Florence Asigo,N,Y,N,N,Y,N,Y,0,15545,Y,N,Ministry of Health,Dispensary,N,,
Kisiriri,Enabelbel,N,,Narok ,Operational,NAROK NORTH,,,,20500,Y,,Y,Narok,Y,Y,,Y,Y,N,Olokurto,Y,Narok North,Y,P.O. Box 11,Enabelbel Health Centre,3,RiftValley,Mr Korir,Y,Y,N,Y,Y,N,Y,9,14453,Y,N,Ministry of Health,Health Centre,N,,
Upper Melili,Enaibor Ajijik,N,,Naivasha,Operational,NAROK NORTH,,,,20500,Y,,Y,Narok,Y,Y,,Y,Y,N,Mau,N,Narok North,N,P.O. Box 11,Enaibor Ajijik Dispensary,0,RiftValley,Mr Kibusia Moses,N,N,N,N,N,N,Y,0,14454,Y,N,Ministry of Health,Dispensary,N,,
Enoosupukia,Enoosupukia,N,,Narok ,Operational,NAROK NORTH,,,,20500,N,,Y,Narok,N,N,,N,N,N,Mau,N,Narok North,N,,Enoosupukia Dispensary,0,RiftValley,Rahab Mwangi,N,N,N,N,N,N,Y,1,14464,Y,N,Other Faith Based,Dispensary,N,,
Entiyani,Entiyani,N,,Nakuru,Pending Opening,NAROK NORTH,,,,20500,N,,N,Narok,N,N,,N,N,N,Olokurto,N,Narok North,N,P.O. Box 11,Entiyani Dispensary,0,RiftValley,,N,N,N,N,N,N,N,0,14470,N,N,Ministry of Health,Dispensary,N,,
Upper Melili,Olkinyei,N,,Narok ,Operational,NAROK NORTH,,,,20500,Y,,Y,Narok,Y,Y,,Y,Y,N,Mau,N,Narok North,N,P.O. Box 11,Entontol Dispensary,0,RiftValley,Mr Fundi Allan,N,N,N,N,N,N,Y,0,14471,Y,N,Ministry of Health,Dispensary,N,,
Suswa,Oloikarere,N,,Narok ,Operational,NAROK NORTH,,,,20500,Y,,Y,Narok,Y,Y,,Y,Y,N,Mau,Y,Narok North,N,,Ereto Dispensary,0,RiftValley,Tuukoo Parsimei,Y,N,N,Y,N,N,Y,12,14476,Y,N,Non-Governmental Organizations,Health Centre,N,,
Nkareta,Oleleshwa,N,,Narok ,Operational,NAROK NORTH,,,,20500,Y,,Y,Narok,N,Y,,N,Y,N,Central,N,Narok North,N,P.O. Box 11,Ewaso Ngiro Dispensary,0,RiftValley,Wilter Nyabonyi,N,N,N,N,N,N,Y,0,14484,Y,N,Ministry of Health,Dispensary,N,-0.316755245337163,36.0906536664695
Upper Melili,Narok Town,N,,Narok ,Operational,NAROK NORTH,,,,20500,N,,Y,Narok,N,Y,,Y,N,N,Central,N,Narok North,N,,Fountain Medical Centre ,0,RiftValley,Ms Sylvia Nashipae,N,N,N,N,N,N,Y,,14502,Y,N,Other Faith Based,Dispensary,N,-0.316755245337163,36.0906536664695
Lower Melili,Olopito,N,,Narok ,Operational,NAROK NORTH,,,,20500,N,,Y,Narok,N,N,,Y,N,N,Central,N,Narok North,N,P.O. Box 11,GK Prisons Dispensary ,0,RiftValley,Jemimah Kemunto,N,N,N,N,N,N,N,1,14523,N,N,Ministry of Health,Dispensary,N,-0.316755245337163,36.0906536664695
Upper Melili,Ilaiser,N,,Narok ,Operational,NAROK NORTH,,,,20500,N,,N,Narok,N,N,,N,N,N,Mau,N,Narok North,N,P.O. Box 11,Ilaiser Dispensary,0,RiftValley,Mr Mpusia Longisa,N,N,N,N,N,N,N,0,14562,N,N,Ministry of Health,Dispensary,N,,
Ntulele,Kojonga,N,,Narok ,Operational,NAROK NORTH,,,,20500,Y,,Y,Narok,Y,Y,,Y,Y,N,Mau,N,Narok North,N,P.O. Box 11,Kojonga Dispensary,0,RiftValley,Mr Muthama Benson,N,N,N,N,N,N,Y,0,14973,Y,N,Ministry of Health,Dispensary,N,,
Lower Melili,Town,N,,Narok ,Operational,NAROK NORTH,,,,20500,Y,,Y,Narok,Y,Y,,N,Y,N,Central,N,Narok North,Y,,Maasai Nursing Home,0,RiftValley,Dr Njoroge,Y,Y,N,N,N,N,Y,27,15104,Y,Y,Private Medical Enterprise,Nursing home with Maternity,N,-0.316755245337163,36.0906536664695
Mosiro,Mosiro,N,,Narok ,Operational,NAROK NORTH,,,,20500,Y,,Y,Narok,Y,Y,,Y,Y,N,Mau,N,Narok North,N,P.O. Box 11,Mosiro Dispensary (Narok North),0,RiftValley,Richard Mutua,N,N,N,N,N,N,Y,1,15227,Y,N,Ministry of Health,Dispensary,N,,
Keekonyokie,Nairagie Enkare,N,,Narok ,Operational,NAROK NORTH,,,,20500,Y,,Y,Narok,Y,Y,,Y,Y,N,Mau,Y,Narok North,Y,P.O. Box 11,Nairagie-Enkare Health Centre,0,RiftValley,Mr Masikonte Leonard,Y,Y,N,Y,Y,N,Y,6,15277,Y,N,Ministry of Health,Health Centre,N,,
Upper Melili,Narok Town,N,,Narok ,Operational,NAROK NORTH,,,,20500,N,,Y,Narok,N,N,,N,N,N,Central,N,Narok North,N,,Nairasirasa Dispensary,1,RiftValley,Ms Frida Kool,N,N,N,N,N,N,N,3,15278,Y,N,Other Faith Based,Dispensary,N,-0.316755245337163,36.0906536664695
Lower Melili,Naisoya,N,,Narok ,Operational,NAROK NORTH,,,,20500,Y,,Y,Narok,Y,Y,,N,Y,N,Central,N,Narok North,N,P.O. Box 11,Naisoya Dispensary,0,RiftValley,Mr Simon Rerimoi,N,N,N,N,N,N,Y,0,15279,Y,N,Ministry of Health,Dispensary,N,-0.316755245337163,36.0906536664695
Ntulele,Ntulele,N,,Narok ,Operational,NAROK NORTH,,,,20500,Y,,Y,Narok,Y,Y,,N,Y,N,Mau,N,Narok North,N,,Nalepo Medical Clinic,0,RiftValley,Mr Lilau,N,N,N,N,N,N,Y,0,15293,Y,N,Private Medical Enterprise,Medical Clinic - Other,N,,
Lower Melili,Town,Y,,Narok ,Operational,NAROK NORTH,,,,20500,Y,,Y,Narok,Y,Y,,Y,Y,Y,Central,Y,Narok North,Y,P.O. Box 11,Narok District Hospital,15,RiftValley,Dr Gitonga,Y,Y,Y,Y,Y,Y,Y,155,15311,Y,Y,Ministry of Health,Primary Hospital,Y,-0.316755245337163,36.0906536664695
